warning_light_id,warning_light_name,symbol_label,color,severity,stop_immediately,component_category,description,possible_causes,immediate_action,recommended_service_type,rag_ready_content,source_type,source_url,review_status
WL011,Glow plug/diesel pre-heat warning,diesel glow plug coil,GREEN_BLUE_AMBER,INFORMATIONAL,No.,DIESEL_ENGINE_STARTING,"This dashboard symbol indicates glow plug/diesel pre-heat warning or a related status/fault in the diesel engine starting system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to diesel engine starting.,Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal.,DIESEL_STARTING_SYSTEM_DIAGNOSTIC,"Warning light WL011: Glow plug/diesel pre-heat warning. Symbol label: diesel glow plug coil. Color: green/blue/amber. Severity: informational. Stop immediately: No.. Component category: diesel_engine_starting. Meaning: This dashboard symbol indicates glow plug/diesel pre-heat warning or a related status/fault in the diesel engine starting system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to diesel engine starting. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: diesel_starting_system_diagnostic.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
WL012,Frost warning,road frost warning,GREEN_BLUE_AMBER,INFORMATIONAL,No.,ROAD_CONDITION_ADVISORY,"This dashboard symbol indicates frost warning or a related status/fault in the road condition advisory system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to road condition advisory.,Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal.,DRIVER_INFORMATION_NO_SERVICE,"Warning light WL012: Frost warning. Symbol label: road frost warning. Color: green/blue/amber. Severity: informational. Stop immediately: No.. Component category: road_condition_advisory. Meaning: This dashboard symbol indicates frost warning or a related status/fault in the road condition advisory system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to road condition advisory. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: driver_information_no_service.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
WL013,Ignition switch warning,key ignition warning,GREEN_BLUE_AMBER,INFORMATIONAL,No.,SECURITY_IMMOBILIZER,"This dashboard symbol indicates ignition switch warning or a related status/fault in the security immobilizer system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to security immobilizer.,Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal.,KEY_IMMOBILIZER_DIAGNOSTIC,"Warning light WL013: Ignition switch warning. Symbol label: key ignition warning. Color: green/blue/amber. Severity: informational. Stop immediately: No.. Component category: security_immobilizer. Meaning: This dashboard symbol indicates ignition switch warning or a related status/fault in the security immobilizer system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to security immobilizer. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: key_immobilizer_diagnostic.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
WL014,Key not in the vehicle,key not detected,GREEN_BLUE_AMBER,INFORMATIONAL,No.,SECURITY_IMMOBILIZER,"This dashboard symbol indicates key not in the vehicle or a related status/fault in the security immobilizer system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to security immobilizer.,Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal.,KEY_IMMOBILIZER_DIAGNOSTIC,"Warning light WL014: Key not in the vehicle. Symbol label: key not detected. Color: green/blue/amber. Severity: informational. Stop immediately: No.. Component category: security_immobilizer. Meaning: This dashboard symbol indicates key not in the vehicle or a related status/fault in the security immobilizer system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to security immobilizer. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: key_immobilizer_diagnostic.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
WL015,Key fob battery low,key fob signal battery low,GREEN_BLUE_AMBER,INFORMATIONAL,No.,SECURITY_IMMOBILIZER,"This dashboard symbol indicates key fob battery low or a related status/fault in the security immobilizer system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to security immobilizer.,Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal.,KEY_IMMOBILIZER_DIAGNOSTIC,"Warning light WL015: Key fob battery low. Symbol label: key fob signal battery low. Color: green/blue/amber. Severity: informational. Stop immediately: No.. Component category: security_immobilizer. Meaning: This dashboard symbol indicates key fob battery low or a related status/fault in the security immobilizer system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to security immobilizer. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: key_immobilizer_diagnostic.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
WL016,Distance warning,following distance or forward distance warning,GREEN_BLUE_AMBER,INFORMATIONAL,No.,ADAS_DRIVER_ASSISTANCE,"This dashboard symbol indicates distance warning or a related status/fault in the adas driver assistance system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to adas driver assistance.,Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal.,ADAS_CAMERA_RADAR_DIAGNOSTIC,"Warning light WL016: Distance warning. Symbol label: following distance or forward distance warning. Color: green/blue/amber. Severity: informational. Stop immediately: No.. Component category: adas_driver_assistance. Meaning: This dashboard symbol indicates distance warning or a related status/fault in the adas driver assistance system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to adas driver assistance. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: adas_camera_radar_diagnostic.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
WL017,Press clutch pedal,clutch pedal prompt,GREEN_BLUE_AMBER,INFORMATIONAL,No.,DRIVER_PROMPT,"This dashboard symbol indicates press clutch pedal or a related status/fault in the driver prompt system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to driver prompt.,Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal.,DRIVER_INFORMATION_NO_SERVICE,"Warning light WL017: Press clutch pedal. Symbol label: clutch pedal prompt. Color: green/blue/amber. Severity: informational. Stop immediately: No.. Component category: driver_prompt. Meaning: This dashboard symbol indicates press clutch pedal or a related status/fault in the driver prompt system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to driver prompt. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: driver_information_no_service.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
WL018,Press brake pedal,brake pedal prompt,GREEN_BLUE_AMBER,INFORMATIONAL,No.,DRIVER_PROMPT,"This dashboard symbol indicates press brake pedal or a related status/fault in the driver prompt system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to driver prompt.,Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal.,DRIVER_INFORMATION_NO_SERVICE,"Warning light WL018: Press brake pedal. Symbol label: brake pedal prompt. Color: green/blue/amber. Severity: informational. Stop immediately: No.. Component category: driver_prompt. Meaning: This dashboard symbol indicates press brake pedal or a related status/fault in the driver prompt system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to driver prompt. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: driver_information_no_service.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
WL019,Steering lock warning,steering lock,GREEN_BLUE_AMBER,INFORMATIONAL,No.,STEERING,"This dashboard symbol indicates steering lock warning or a related status/fault in the steering system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to steering.,Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal.,STEERING_SYSTEM_DIAGNOSTIC,"Warning light WL019: Steering lock warning. Symbol label: steering lock. Color: green/blue/amber. Severity: informational. Stop immediately: No.. Component category: steering. Meaning: This dashboard symbol indicates steering lock warning or a related status/fault in the steering system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to steering. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: steering_system_diagnostic.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
WL020,Main beam headlights,high beam headlights,GREEN_BLUE_AMBER,INFORMATIONAL,No.,EXTERIOR_LIGHTING,"This dashboard symbol indicates main beam headlights or a related status/fault in the exterior lighting system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to exterior lighting.,Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal.,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,"Warning light WL020: Main beam headlights. Symbol label: high beam headlights. Color: green/blue/amber. Severity: informational. Stop immediately: No.. Component category: exterior_lighting. Meaning: This dashboard symbol indicates main beam headlights or a related status/fault in the exterior lighting system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to exterior lighting. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: exterior_lighting_check_or_repair.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
