service_type_id,recommended_service_type,component_category,urgency_level,typical_customer_message,typical_action,business_user,expected_value,evidence_level_required,rag_ready_content,source_type,source_url,review_status
SV011,DOOR_LATCH_SENSOR_INSPECTION,BODY_CLOSURES,SERVICE_SOON,Driver reports one of these symbols: WL051 Doors open.,"Route the case to door latch sensor inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",USED_CAR_PLATFORM_REPAIR_NETWORK_FLEET_OPERATOR_INSURANCE_ROADSIDE_ASSISTANCE,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",WARNING_LIGHT_CATALOG_PLUS_VEHICLE_CONTEXT_PLUS_RECALL_MATCH_WHEN_AVAILABLE,"Maintenance service map: door_latch_sensor_inspection. Categories: body_closures. Urgency: service_soon. Related warning lights: WL051 Doors open. Action: Route the case to door latch sensor inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION
SV012,DRIVER_INFORMATION_NO_SERVICE,DRIVER_INFORMATION_DRIVER_PROMPT_ROAD_CONDITION_ADVISORY,INFORMATIONAL,Driver reports one of these symbols: WL009 Winter mode; WL012 Frost warning; WL017 Press clutch pedal; WL018 Press brake pedal; WL046 Eco driving indicators; WL058 Windshield defrost; WL063 Rear window defrost.,"Route the case to driver information no service; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",USED_CAR_PLATFORM_REPAIR_NETWORK_FLEET_OPERATOR_INSURANCE_ROADSIDE_ASSISTANCE,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",WARNING_LIGHT_CATALOG_PLUS_VEHICLE_CONTEXT_PLUS_RECALL_MATCH_WHEN_AVAILABLE,"Maintenance service map: driver_information_no_service. Categories: driver_information; driver_prompt; road_condition_advisory. Urgency: informational. Related warning lights: WL009 Winter mode; WL012 Frost warning; WL017 Press clutch pedal; WL018 Press brake pedal; WL046 Eco driving indicators; WL058 Windshield defrost; WL063 Rear window defrost. Action: Route the case to driver information no service; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION
SV013,ENGINE_EMISSIONS_DIAGNOSTIC,ENGINE_EMISSIONS,URGENT_OR_IMMEDIATE_STOP,Driver reports one of these symbols: WL025 Diesel particulate filter warning; WL029 Catalytic converter warning; WL045 Dirty air filters; WL062 Engine/emissions warning.,"Route the case to engine emissions diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",USED_CAR_PLATFORM_REPAIR_NETWORK_FLEET_OPERATOR_INSURANCE_ROADSIDE_ASSISTANCE,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",WARNING_LIGHT_CATALOG_PLUS_VEHICLE_CONTEXT_PLUS_RECALL_MATCH_WHEN_AVAILABLE,"Maintenance service map: engine_emissions_diagnostic. Categories: engine_emissions. Urgency: urgent_or_immediate_stop. Related warning lights: WL025 Diesel particulate filter warning; WL029 Catalytic converter warning; WL045 Dirty air filters; WL062 Engine/emissions warning. Action: Route the case to engine emissions diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION
SV014,ENGINE_OIL_PRESSURE_INSPECTION,ENGINE_LUBRICATION,URGENT_OR_IMMEDIATE_STOP,Driver reports one of these symbols: WL057 Oil pressure low.,"Route the case to engine oil pressure inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",USED_CAR_PLATFORM_REPAIR_NETWORK_FLEET_OPERATOR_INSURANCE_ROADSIDE_ASSISTANCE,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",WARNING_LIGHT_CATALOG_PLUS_VEHICLE_CONTEXT_PLUS_RECALL_MATCH_WHEN_AVAILABLE,"Maintenance service map: engine_oil_pressure_inspection. Categories: engine_lubrication. Urgency: urgent_or_immediate_stop. Related warning lights: WL057 Oil pressure low. Action: Route the case to engine oil pressure inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION
SV015,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,EXTERIOR_LIGHTING,URGENT_OR_IMMEDIATE_STOP,Driver reports one of these symbols: WL001 Fog light (front); WL002 Power steering warning light; WL003 Fog light (rear); WL008 Rain and light sensors; WL020 Main beam headlights; WL022 Sidelight information; WL023 Exterior light faults; WL024 Brake lights warning; plus 4 more.,"Route the case to exterior lighting check or repair; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",USED_CAR_PLATFORM_REPAIR_NETWORK_FLEET_OPERATOR_INSURANCE_ROADSIDE_ASSISTANCE,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",WARNING_LIGHT_CATALOG_PLUS_VEHICLE_CONTEXT_PLUS_RECALL_MATCH_WHEN_AVAILABLE,"Maintenance service map: exterior_lighting_check_or_repair. Categories: exterior_lighting. Urgency: urgent_or_immediate_stop. Related warning lights: WL001 Fog light (front); WL002 Power steering warning light; WL003 Fog light (rear); WL008 Rain and light sensors; WL020 Main beam headlights; WL022 Sidelight information; WL023 Exterior light faults; WL024 Brake lights warning; plus 4 more. Action: Route the case to exterior lighting check or repair; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION
SV016,FUEL_FILTER_SERVICE,FUEL_FILTER_DIESEL,SERVICE_SOON,Driver reports one of these symbols: WL041 Water in the filter; WL050 Fuel filter warning.,"Route the case to fuel filter service; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",USED_CAR_PLATFORM_REPAIR_NETWORK_FLEET_OPERATOR_INSURANCE_ROADSIDE_ASSISTANCE,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",WARNING_LIGHT_CATALOG_PLUS_VEHICLE_CONTEXT_PLUS_RECALL_MATCH_WHEN_AVAILABLE,"Maintenance service map: fuel_filter_service. Categories: fuel_filter_diesel. Urgency: service_soon. Related warning lights: WL041 Water in the filter; WL050 Fuel filter warning. Action: Route the case to fuel filter service; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION
SV017,FUEL_REFILL_OR_LEVEL_SENSOR_CHECK,FUEL_SYSTEM,INFORMATIONAL,Driver reports one of these symbols: WL053 Low fuel.,"Route the case to fuel refill or level sensor check; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",USED_CAR_PLATFORM_REPAIR_NETWORK_FLEET_OPERATOR_INSURANCE_ROADSIDE_ASSISTANCE,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",WARNING_LIGHT_CATALOG_PLUS_VEHICLE_CONTEXT_PLUS_RECALL_MATCH_WHEN_AVAILABLE,"Maintenance service map: fuel_refill_or_level_sensor_check. Categories: fuel_system. Urgency: informational. Related warning lights: WL053 Low fuel. Action: Route the case to fuel refill or level sensor check; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION
SV018,HILL_DESCENT_CONTROL_DIAGNOSTIC,STABILITY_TRACTION_CONTROL,INFORMATIONAL,Driver reports one of these symbols: WL047 Hill descent control.,"Route the case to hill descent control diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",USED_CAR_PLATFORM_REPAIR_NETWORK_FLEET_OPERATOR_INSURANCE_ROADSIDE_ASSISTANCE,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",WARNING_LIGHT_CATALOG_PLUS_VEHICLE_CONTEXT_PLUS_RECALL_MATCH_WHEN_AVAILABLE,"Maintenance service map: hill_descent_control_diagnostic. Categories: stability_traction_control. Urgency: informational. Related warning lights: WL047 Hill descent control. Action: Route the case to hill descent control diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION
SV019,HOOD_LATCH_SENSOR_INSPECTION,BODY_CLOSURES,SERVICE_SOON,Driver reports one of these symbols: WL052 Bonnet open.,"Route the case to hood latch sensor inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",USED_CAR_PLATFORM_REPAIR_NETWORK_FLEET_OPERATOR_INSURANCE_ROADSIDE_ASSISTANCE,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",WARNING_LIGHT_CATALOG_PLUS_VEHICLE_CONTEXT_PLUS_RECALL_MATCH_WHEN_AVAILABLE,"Maintenance service map: hood_latch_sensor_inspection. Categories: body_closures. Urgency: service_soon. Related warning lights: WL052 Bonnet open. Action: Route the case to hood latch sensor inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION
SV020,KEY_IMMOBILIZER_DIAGNOSTIC,SECURITY_IMMOBILIZER,INFORMATIONAL,Driver reports one of these symbols: WL013 Ignition switch warning; WL014 Key not in the vehicle; WL015 Key fob battery low.,"Route the case to key immobilizer diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",USED_CAR_PLATFORM_REPAIR_NETWORK_FLEET_OPERATOR_INSURANCE_ROADSIDE_ASSISTANCE,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",WARNING_LIGHT_CATALOG_PLUS_VEHICLE_CONTEXT_PLUS_RECALL_MATCH_WHEN_AVAILABLE,"Maintenance service map: key_immobilizer_diagnostic. Categories: security_immobilizer. Urgency: informational. Related warning lights: WL013 Ignition switch warning; WL014 Key not in the vehicle; WL015 Key fob battery low. Action: Route the case to key immobilizer diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION
SV021,MULTI_POINT_WARNING_DIAGNOSTIC,MULTI_SYSTEM,SERVICE_SOON,Driver reports one of these symbols: WL010 Information indicators; WL043 Fault problems.,"Route the case to multi point warning diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",USED_CAR_PLATFORM_REPAIR_NETWORK_FLEET_OPERATOR_INSURANCE_ROADSIDE_ASSISTANCE,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",WARNING_LIGHT_CATALOG_PLUS_VEHICLE_CONTEXT_PLUS_RECALL_MATCH_WHEN_AVAILABLE,"Maintenance service map: multi_point_warning_diagnostic. Categories: multi_system. Urgency: service_soon. Related warning lights: WL010 Information indicators; WL043 Fault problems. Action: Route the case to multi point warning diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION
SV022,PARKING_ASSIST_SENSOR_CHECK,PARKING_ASSIST_CAMERA,SERVICE_SOON,Driver reports one of these symbols: WL033 Parking assist.,"Route the case to parking assist sensor check; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",USED_CAR_PLATFORM_REPAIR_NETWORK_FLEET_OPERATOR_INSURANCE_ROADSIDE_ASSISTANCE,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",WARNING_LIGHT_CATALOG_PLUS_VEHICLE_CONTEXT_PLUS_RECALL_MATCH_WHEN_AVAILABLE,"Maintenance service map: parking_assist_sensor_check. Categories: parking_assist_camera. Urgency: service_soon. Related warning lights: WL033 Parking assist. Action: Route the case to parking assist sensor check; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION
