image_id,class_folder,class_id_raw,image_file,file_ext,image_count_in_class,warning_light_id,label,label_confidence,mapping_status,image_url_or_blob_path,note,source_type,source_url
IMG0014,WL002_Power_steering_warning_light,zip_class_2,data/images/WL002_Power_steering_warning_light/uploaded_zip_2_2_4.png,png,9,WL002,Power steering warning light,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL002_Power_steering_warning_light/uploaded_zip_2_2_4.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0015,WL002_Power_steering_warning_light,zip_class_2,data/images/WL002_Power_steering_warning_light/uploaded_zip_2_2_5.png,png,9,WL002,Power steering warning light,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL002_Power_steering_warning_light/uploaded_zip_2_2_5.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0016,WL003_Fog_light_rear,standard64_chart_3,data/images/WL003_Fog_light_rear/standard64_crop_WL003.png,png,6,WL003,Fog light (rear),reference_chart_numbered_crop,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL003_Fog_light_rear/standard64_crop_WL003.png,Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,reference_64_dashboard_chart_crop,https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png
IMG0017,WL003_Fog_light_rear,zip_class_3,data/images/WL003_Fog_light_rear/uploaded_zip_3_3_1.png,png,6,WL003,Fog light (rear),high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL003_Fog_light_rear/uploaded_zip_3_3_1.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0018,WL003_Fog_light_rear,zip_class_3,data/images/WL003_Fog_light_rear/uploaded_zip_3_3_2.png,png,6,WL003,Fog light (rear),high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL003_Fog_light_rear/uploaded_zip_3_3_2.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0019,WL003_Fog_light_rear,zip_class_3,data/images/WL003_Fog_light_rear/uploaded_zip_3_3_3.jpg,jpg,6,WL003,Fog light (rear),high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL003_Fog_light_rear/uploaded_zip_3_3_3.jpg,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0020,WL003_Fog_light_rear,zip_class_3,data/images/WL003_Fog_light_rear/uploaded_zip_3_3_4.jpg,jpg,6,WL003,Fog light (rear),high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL003_Fog_light_rear/uploaded_zip_3_3_4.jpg,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0021,WL003_Fog_light_rear,zip_class_3,data/images/WL003_Fog_light_rear/uploaded_zip_3_3_5.png,png,6,WL003,Fog light (rear),high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL003_Fog_light_rear/uploaded_zip_3_3_5.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0022,WL004_Washer_fluid_low,standard64_chart_4,data/images/WL004_Washer_fluid_low/standard64_crop_WL004.png,png,7,WL004,Washer fluid low,reference_chart_numbered_crop,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL004_Washer_fluid_low/standard64_crop_WL004.png,Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,reference_64_dashboard_chart_crop,https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png
IMG0023,WL004_Washer_fluid_low,zip_class_4,data/images/WL004_Washer_fluid_low/uploaded_zip_4_4_1.png,png,7,WL004,Washer fluid low,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL004_Washer_fluid_low/uploaded_zip_4_4_1.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0024,WL004_Washer_fluid_low,zip_class_4,data/images/WL004_Washer_fluid_low/uploaded_zip_4_4_2.png,png,7,WL004,Washer fluid low,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL004_Washer_fluid_low/uploaded_zip_4_4_2.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0025,WL004_Washer_fluid_low,zip_class_4,data/images/WL004_Washer_fluid_low/uploaded_zip_4_4_3.jpg,jpg,7,WL004,Washer fluid low,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL004_Washer_fluid_low/uploaded_zip_4_4_3.jpg,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0026,WL004_Washer_fluid_low,zip_class_4,data/images/WL004_Washer_fluid_low/uploaded_zip_4_4_4.png,png,7,WL004,Washer fluid low,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL004_Washer_fluid_low/uploaded_zip_4_4_4.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0027,WL004_Washer_fluid_low,zip_class_4,data/images/WL004_Washer_fluid_low/uploaded_zip_4_4_5.jpg,jpg,7,WL004,Washer fluid low,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL004_Washer_fluid_low/uploaded_zip_4_4_5.jpg,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0028,WL004_Washer_fluid_low,zip_class_4,data/images/WL004_Washer_fluid_low/uploaded_zip_4_4_6.png,png,7,WL004,Washer fluid low,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL004_Washer_fluid_low/uploaded_zip_4_4_6.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0029,WL005_Brake_pad_warning,standard64_chart_5,data/images/WL005_Brake_pad_warning/standard64_crop_WL005.png,png,6,WL005,Brake pad warning,reference_chart_numbered_crop,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL005_Brake_pad_warning/standard64_crop_WL005.png,Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,reference_64_dashboard_chart_crop,https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png
IMG0030,WL005_Brake_pad_warning,zip_class_5,data/images/WL005_Brake_pad_warning/uploaded_zip_5_5_1.png,png,6,WL005,Brake pad warning,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL005_Brake_pad_warning/uploaded_zip_5_5_1.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0031,WL005_Brake_pad_warning,zip_class_5,data/images/WL005_Brake_pad_warning/uploaded_zip_5_5_2.png,png,6,WL005,Brake pad warning,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL005_Brake_pad_warning/uploaded_zip_5_5_2.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0032,WL005_Brake_pad_warning,zip_class_5,data/images/WL005_Brake_pad_warning/uploaded_zip_5_5_3.png,png,6,WL005,Brake pad warning,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL005_Brake_pad_warning/uploaded_zip_5_5_3.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0033,WL005_Brake_pad_warning,zip_class_5,data/images/WL005_Brake_pad_warning/uploaded_zip_5_5_4.jpg,jpg,6,WL005,Brake pad warning,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL005_Brake_pad_warning/uploaded_zip_5_5_4.jpg,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0034,WL005_Brake_pad_warning,zip_class_5,data/images/WL005_Brake_pad_warning/uploaded_zip_5_5_5.jpeg,jpeg,6,WL005,Brake pad warning,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL005_Brake_pad_warning/uploaded_zip_5_5_5.jpeg,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0035,WL006_Cruise_control_on,standard64_chart_6,data/images/WL006_Cruise_control_on/standard64_crop_WL006.png,png,2,WL006,Cruise control on,reference_chart_numbered_crop,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL006_Cruise_control_on/standard64_crop_WL006.png,Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,reference_64_dashboard_chart_crop,https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png
IMG0036,WL006_Cruise_control_on,zip_class_6,data/images/WL006_Cruise_control_on/uploaded_zip_6_re_6_1.png,png,2,WL006,Cruise control on,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL006_Cruise_control_on/uploaded_zip_6_re_6_1.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0037,WL007_Direction_indicators,standard64_chart_7,data/images/WL007_Direction_indicators/standard64_crop_WL007.png,png,1,WL007,Direction indicators,reference_chart_numbered_crop,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL007_Direction_indicators/standard64_crop_WL007.png,Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,reference_64_dashboard_chart_crop,https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png
IMG0038,WL008_Rain_and_light_sensors,standard64_chart_8,data/images/WL008_Rain_and_light_sensors/standard64_crop_WL008.png,png,4,WL008,Rain and light sensors,reference_chart_numbered_crop,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL008_Rain_and_light_sensors/standard64_crop_WL008.png,Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,reference_64_dashboard_chart_crop,https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png
IMG0039,WL008_Rain_and_light_sensors,zip_class_8,data/images/WL008_Rain_and_light_sensors/uploaded_zip_8_re_8_1.png,png,4,WL008,Rain and light sensors,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL008_Rain_and_light_sensors/uploaded_zip_8_re_8_1.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0040,WL008_Rain_and_light_sensors,zip_class_8,data/images/WL008_Rain_and_light_sensors/uploaded_zip_8_re_8_2.jpg,jpg,4,WL008,Rain and light sensors,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL008_Rain_and_light_sensors/uploaded_zip_8_re_8_2.jpg,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0041,WL008_Rain_and_light_sensors,zip_class_8,data/images/WL008_Rain_and_light_sensors/uploaded_zip_8_re_8_3.png,png,4,WL008,Rain and light sensors,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL008_Rain_and_light_sensors/uploaded_zip_8_re_8_3.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0042,WL009_Winter_mode,standard64_chart_9,data/images/WL009_Winter_mode/standard64_crop_WL009.png,png,1,WL009,Winter mode,reference_chart_numbered_crop,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL009_Winter_mode/standard64_crop_WL009.png,Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,reference_64_dashboard_chart_crop,https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png
IMG0043,WL010_Information_indicators,standard64_chart_10,data/images/WL010_Information_indicators/standard64_crop_WL010.png,png,1,WL010,Information indicators,reference_chart_numbered_crop,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL010_Information_indicators/standard64_crop_WL010.png,Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,reference_64_dashboard_chart_crop,https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png
IMG0044,WL011_Glow_plug_diesel_pre_heat_warning,standard64_chart_11,data/images/WL011_Glow_plug_diesel_pre_heat_warning/standard64_crop_WL011.png,png,6,WL011,Glow plug/diesel pre-heat warning,reference_chart_numbered_crop,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL011_Glow_plug_diesel_pre_heat_warning/standard64_crop_WL011.png,Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,reference_64_dashboard_chart_crop,https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png
IMG0045,WL011_Glow_plug_diesel_pre_heat_warning,zip_class_11,data/images/WL011_Glow_plug_diesel_pre_heat_warning/uploaded_zip_11_11_1.png,png,6,WL011,Glow plug/diesel pre-heat warning,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL011_Glow_plug_diesel_pre_heat_warning/uploaded_zip_11_11_1.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0046,WL011_Glow_plug_diesel_pre_heat_warning,zip_class_11,data/images/WL011_Glow_plug_diesel_pre_heat_warning/uploaded_zip_11_11_2.png,png,6,WL011,Glow plug/diesel pre-heat warning,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL011_Glow_plug_diesel_pre_heat_warning/uploaded_zip_11_11_2.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0047,WL011_Glow_plug_diesel_pre_heat_warning,zip_class_11,data/images/WL011_Glow_plug_diesel_pre_heat_warning/uploaded_zip_11_11_3.jpeg,jpeg,6,WL011,Glow plug/diesel pre-heat warning,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL011_Glow_plug_diesel_pre_heat_warning/uploaded_zip_11_11_3.jpeg,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0048,WL011_Glow_plug_diesel_pre_heat_warning,zip_class_11,data/images/WL011_Glow_plug_diesel_pre_heat_warning/uploaded_zip_11_11_4.jpg,jpg,6,WL011,Glow plug/diesel pre-heat warning,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL011_Glow_plug_diesel_pre_heat_warning/uploaded_zip_11_11_4.jpg,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0049,WL011_Glow_plug_diesel_pre_heat_warning,zip_class_11,data/images/WL011_Glow_plug_diesel_pre_heat_warning/uploaded_zip_11_11_5.jpg,jpg,6,WL011,Glow plug/diesel pre-heat warning,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL011_Glow_plug_diesel_pre_heat_warning/uploaded_zip_11_11_5.jpg,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0050,WL012_Frost_warning,hyundai:3-icy-road-blue.svg,data/images/WL012_Frost_warning/hyundai_3-icy-road-blue.svg,svg,5,WL012,Frost warning,high_official_icon_filename_mapping,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL012_Frost_warning/hyundai_3-icy-road-blue.svg,Hyundai official SVG mapped by filename to the closest 64-standard class.,official_hyundai_warning_light_icon,https://service.hyundaiusa.com/en/warning-lights.html
IMG0051,WL012_Frost_warning,hyundai:icon-icy-road-blurb.svg,data/images/WL012_Frost_warning/hyundai_icon-icy-road-blurb.svg,svg,5,WL012,Frost warning,high_official_icon_filename_mapping,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL012_Frost_warning/hyundai_icon-icy-road-blurb.svg,Hyundai official SVG mapped by filename to the closest 64-standard class.,official_hyundai_warning_light_icon,https://service.hyundaiusa.com/en/warning-lights.html
IMG0052,WL012_Frost_warning,hyundai:icy-road.svg,data/images/WL012_Frost_warning/hyundai_icy-road.svg,svg,5,WL012,Frost warning,high_official_icon_filename_mapping,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL012_Frost_warning/hyundai_icy-road.svg,Hyundai official SVG mapped by filename to the closest 64-standard class.,official_hyundai_warning_light_icon,https://service.hyundaiusa.com/en/warning-lights.html
IMG0053,WL012_Frost_warning,standard64_chart_12,data/images/WL012_Frost_warning/standard64_crop_WL012.png,png,5,WL012,Frost warning,reference_chart_numbered_crop,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL012_Frost_warning/standard64_crop_WL012.png,Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,reference_64_dashboard_chart_crop,https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png
IMG0054,WL012_Frost_warning,zip_class_12,data/images/WL012_Frost_warning/uploaded_zip_12_re_12_1.png,png,5,WL012,Frost warning,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL012_Frost_warning/uploaded_zip_12_re_12_1.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0055,WL013_Ignition_switch_warning,standard64_chart_13,data/images/WL013_Ignition_switch_warning/standard64_crop_WL013.png,png,4,WL013,Ignition switch warning,reference_chart_numbered_crop,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL013_Ignition_switch_warning/standard64_crop_WL013.png,Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,reference_64_dashboard_chart_crop,https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png
IMG0056,WL013_Ignition_switch_warning,zip_class_13,data/images/WL013_Ignition_switch_warning/uploaded_zip_13_re_13_1.png,png,4,WL013,Ignition switch warning,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL013_Ignition_switch_warning/uploaded_zip_13_re_13_1.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0057,WL013_Ignition_switch_warning,zip_class_13,data/images/WL013_Ignition_switch_warning/uploaded_zip_13_re_13_2.png,png,4,WL013,Ignition switch warning,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL013_Ignition_switch_warning/uploaded_zip_13_re_13_2.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0058,WL013_Ignition_switch_warning,zip_class_13,data/images/WL013_Ignition_switch_warning/uploaded_zip_13_re_13_3.jpg,jpg,4,WL013,Ignition switch warning,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL013_Ignition_switch_warning/uploaded_zip_13_re_13_3.jpg,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
