service_type_id,recommended_service_type,component_category,urgency_level,typical_customer_message,typical_action,business_user,expected_value,evidence_level_required,rag_ready_content,source_type,source_url,review_status
SV011,door_latch_sensor_inspection,body_closures,service_soon,Driver reports one of these symbols: WL051 Doors open.,"Route the case to door latch sensor inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",used-car_platform; repair_network; fleet_operator; insurance_roadside_assistance,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",warning_light_catalog_plus_vehicle_context_plus_recall_match_when_available,"Maintenance service map: door_latch_sensor_inspection. Categories: body_closures. Urgency: service_soon. Related warning lights: WL051 Doors open. Action: Route the case to door latch sensor inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",team_structured_service_map_from_standard_64_warning_catalog,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,team_review_required_before_production
SV012,driver_information_no_service,driver_information; driver_prompt; road_condition_advisory,informational,Driver reports one of these symbols: WL009 Winter mode; WL012 Frost warning; WL017 Press clutch pedal; WL018 Press brake pedal; WL046 Eco driving indicators; WL058 Windshield defrost; WL063 Rear window defrost.,"Route the case to driver information no service; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",used-car_platform; repair_network; fleet_operator; insurance_roadside_assistance,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",warning_light_catalog_plus_vehicle_context_plus_recall_match_when_available,"Maintenance service map: driver_information_no_service. Categories: driver_information; driver_prompt; road_condition_advisory. Urgency: informational. Related warning lights: WL009 Winter mode; WL012 Frost warning; WL017 Press clutch pedal; WL018 Press brake pedal; WL046 Eco driving indicators; WL058 Windshield defrost; WL063 Rear window defrost. Action: Route the case to driver information no service; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",team_structured_service_map_from_standard_64_warning_catalog,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,team_review_required_before_production
SV013,engine_emissions_diagnostic,engine_emissions,urgent_or_immediate_stop,Driver reports one of these symbols: WL025 Diesel particulate filter warning; WL029 Catalytic converter warning; WL045 Dirty air filters; WL062 Engine/emissions warning.,"Route the case to engine emissions diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",used-car_platform; repair_network; fleet_operator; insurance_roadside_assistance,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",warning_light_catalog_plus_vehicle_context_plus_recall_match_when_available,"Maintenance service map: engine_emissions_diagnostic. Categories: engine_emissions. Urgency: urgent_or_immediate_stop. Related warning lights: WL025 Diesel particulate filter warning; WL029 Catalytic converter warning; WL045 Dirty air filters; WL062 Engine/emissions warning. Action: Route the case to engine emissions diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",team_structured_service_map_from_standard_64_warning_catalog,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,team_review_required_before_production
SV014,engine_oil_pressure_inspection,engine_lubrication,urgent_or_immediate_stop,Driver reports one of these symbols: WL057 Oil pressure low.,"Route the case to engine oil pressure inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",used-car_platform; repair_network; fleet_operator; insurance_roadside_assistance,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",warning_light_catalog_plus_vehicle_context_plus_recall_match_when_available,"Maintenance service map: engine_oil_pressure_inspection. Categories: engine_lubrication. Urgency: urgent_or_immediate_stop. Related warning lights: WL057 Oil pressure low. Action: Route the case to engine oil pressure inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",team_structured_service_map_from_standard_64_warning_catalog,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,team_review_required_before_production
SV015,exterior_lighting_check_or_repair,exterior_lighting,urgent_or_immediate_stop,Driver reports one of these symbols: WL001 Fog light (front); WL002 Power steering warning light; WL003 Fog light (rear); WL008 Rain and light sensors; WL020 Main beam headlights; WL022 Sidelight information; WL023 Exterior light faults; WL024 Brake lights warning; plus 4 more.,"Route the case to exterior lighting check or repair; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",used-car_platform; repair_network; fleet_operator; insurance_roadside_assistance,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",warning_light_catalog_plus_vehicle_context_plus_recall_match_when_available,"Maintenance service map: exterior_lighting_check_or_repair. Categories: exterior_lighting. Urgency: urgent_or_immediate_stop. Related warning lights: WL001 Fog light (front); WL002 Power steering warning light; WL003 Fog light (rear); WL008 Rain and light sensors; WL020 Main beam headlights; WL022 Sidelight information; WL023 Exterior light faults; WL024 Brake lights warning; plus 4 more. Action: Route the case to exterior lighting check or repair; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",team_structured_service_map_from_standard_64_warning_catalog,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,team_review_required_before_production
SV016,fuel_filter_service,fuel_filter_diesel,service_soon,Driver reports one of these symbols: WL041 Water in the filter; WL050 Fuel filter warning.,"Route the case to fuel filter service; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",used-car_platform; repair_network; fleet_operator; insurance_roadside_assistance,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",warning_light_catalog_plus_vehicle_context_plus_recall_match_when_available,"Maintenance service map: fuel_filter_service. Categories: fuel_filter_diesel. Urgency: service_soon. Related warning lights: WL041 Water in the filter; WL050 Fuel filter warning. Action: Route the case to fuel filter service; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",team_structured_service_map_from_standard_64_warning_catalog,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,team_review_required_before_production
SV017,fuel_refill_or_level_sensor_check,fuel_system,informational,Driver reports one of these symbols: WL053 Low fuel.,"Route the case to fuel refill or level sensor check; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",used-car_platform; repair_network; fleet_operator; insurance_roadside_assistance,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",warning_light_catalog_plus_vehicle_context_plus_recall_match_when_available,"Maintenance service map: fuel_refill_or_level_sensor_check. Categories: fuel_system. Urgency: informational. Related warning lights: WL053 Low fuel. Action: Route the case to fuel refill or level sensor check; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",team_structured_service_map_from_standard_64_warning_catalog,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,team_review_required_before_production
SV018,hill_descent_control_diagnostic,stability_traction_control,informational,Driver reports one of these symbols: WL047 Hill descent control.,"Route the case to hill descent control diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",used-car_platform; repair_network; fleet_operator; insurance_roadside_assistance,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",warning_light_catalog_plus_vehicle_context_plus_recall_match_when_available,"Maintenance service map: hill_descent_control_diagnostic. Categories: stability_traction_control. Urgency: informational. Related warning lights: WL047 Hill descent control. Action: Route the case to hill descent control diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",team_structured_service_map_from_standard_64_warning_catalog,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,team_review_required_before_production
SV019,hood_latch_sensor_inspection,body_closures,service_soon,Driver reports one of these symbols: WL052 Bonnet open.,"Route the case to hood latch sensor inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",used-car_platform; repair_network; fleet_operator; insurance_roadside_assistance,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",warning_light_catalog_plus_vehicle_context_plus_recall_match_when_available,"Maintenance service map: hood_latch_sensor_inspection. Categories: body_closures. Urgency: service_soon. Related warning lights: WL052 Bonnet open. Action: Route the case to hood latch sensor inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",team_structured_service_map_from_standard_64_warning_catalog,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,team_review_required_before_production
SV020,key_immobilizer_diagnostic,security_immobilizer,informational,Driver reports one of these symbols: WL013 Ignition switch warning; WL014 Key not in the vehicle; WL015 Key fob battery low.,"Route the case to key immobilizer diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",used-car_platform; repair_network; fleet_operator; insurance_roadside_assistance,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",warning_light_catalog_plus_vehicle_context_plus_recall_match_when_available,"Maintenance service map: key_immobilizer_diagnostic. Categories: security_immobilizer. Urgency: informational. Related warning lights: WL013 Ignition switch warning; WL014 Key not in the vehicle; WL015 Key fob battery low. Action: Route the case to key immobilizer diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",team_structured_service_map_from_standard_64_warning_catalog,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,team_review_required_before_production
SV021,multi_point_warning_diagnostic,multi_system,service_soon,Driver reports one of these symbols: WL010 Information indicators; WL043 Fault problems.,"Route the case to multi point warning diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",used-car_platform; repair_network; fleet_operator; insurance_roadside_assistance,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",warning_light_catalog_plus_vehicle_context_plus_recall_match_when_available,"Maintenance service map: multi_point_warning_diagnostic. Categories: multi_system. Urgency: service_soon. Related warning lights: WL010 Information indicators; WL043 Fault problems. Action: Route the case to multi point warning diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",team_structured_service_map_from_standard_64_warning_catalog,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,team_review_required_before_production
SV022,parking_assist_sensor_check,parking_assist_camera,service_soon,Driver reports one of these symbols: WL033 Parking assist.,"Route the case to parking assist sensor check; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",used-car_platform; repair_network; fleet_operator; insurance_roadside_assistance,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",warning_light_catalog_plus_vehicle_context_plus_recall_match_when_available,"Maintenance service map: parking_assist_sensor_check. Categories: parking_assist_camera. Urgency: service_soon. Related warning lights: WL033 Parking assist. Action: Route the case to parking assist sensor check; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",team_structured_service_map_from_standard_64_warning_catalog,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,team_review_required_before_production
SV023,rain_sensor_wiper_system_check,visibility_sensors_wipers,informational,Driver reports one of these symbols: WL061 Rain sensors; WL064 Auto windshield wiping.,"Route the case to rain sensor wiper system check; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",used-car_platform; repair_network; fleet_operator; insurance_roadside_assistance,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",warning_light_catalog_plus_vehicle_context_plus_recall_match_when_available,"Maintenance service map: rain_sensor_wiper_system_check. Categories: visibility_sensors_wipers. Urgency: informational. Related warning lights: WL061 Rain sensors; WL064 Auto windshield wiping. Action: Route the case to rain sensor wiper system check; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",team_structured_service_map_from_standard_64_warning_catalog,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,team_review_required_before_production
SV024,scheduled_maintenance,scheduled_maintenance,informational,Driver reports one of these symbols: WL034 Service required.,"Route the case to scheduled maintenance; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",used-car_platform; repair_network; fleet_operator; insurance_roadside_assistance,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",warning_light_catalog_plus_vehicle_context_plus_recall_match_when_available,"Maintenance service map: scheduled_maintenance. Categories: scheduled_maintenance. Urgency: informational. Related warning lights: WL034 Service required. Action: Route the case to scheduled maintenance; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",team_structured_service_map_from_standard_64_warning_catalog,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,team_review_required_before_production
SV025,seat_belt_sensor_inspection,seat_belt_safety,informational,Driver reports one of these symbols: WL030 Seat belt not on.,"Route the case to seat belt sensor inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",used-car_platform; repair_network; fleet_operator; insurance_roadside_assistance,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",warning_light_catalog_plus_vehicle_context_plus_recall_match_when_available,"Maintenance service map: seat_belt_sensor_inspection. Categories: seat_belt_safety. Urgency: informational. Related warning lights: WL030 Seat belt not on. Action: Route the case to seat belt sensor inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",team_structured_service_map_from_standard_64_warning_catalog,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,team_review_required_before_production
SV026,stability_control_diagnostic,stability_traction_control,urgent_or_immediate_stop,Driver reports one of these symbols: WL060 Stability control off.,"Route the case to stability control diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",used-car_platform; repair_network; fleet_operator; insurance_roadside_assistance,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",warning_light_catalog_plus_vehicle_context_plus_recall_match_when_available,"Maintenance service map: stability_control_diagnostic. Categories: stability_traction_control. Urgency: urgent_or_immediate_stop. Related warning lights: WL060 Stability control off. Action: Route the case to stability control diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",team_structured_service_map_from_standard_64_warning_catalog,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,team_review_required_before_production
SV027,steering_system_diagnostic,steering,informational,Driver reports one of these symbols: WL019 Steering lock warning.,"Route the case to steering system diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",used-car_platform; repair_network; fleet_operator; insurance_roadside_assistance,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",warning_light_catalog_plus_vehicle_context_plus_recall_match_when_available,"Maintenance service map: steering_system_diagnostic. Categories: steering. Urgency: informational. Related warning lights: WL019 Steering lock warning. Action: Route the case to steering system diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",team_structured_service_map_from_standard_64_warning_catalog,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,team_review_required_before_production
SV028,suspension_system_diagnostic,suspension,service_soon,Driver reports one of these symbols: WL027 Air suspension warning; WL056 Suspension dampers.,"Route the case to suspension system diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",used-car_platform; repair_network; fleet_operator; insurance_roadside_assistance,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",warning_light_catalog_plus_vehicle_context_plus_recall_match_when_available,"Maintenance service map: suspension_system_diagnostic. Categories: suspension. Urgency: service_soon. Related warning lights: WL027 Air suspension warning; WL056 Suspension dampers. Action: Route the case to suspension system diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",team_structured_service_map_from_standard_64_warning_catalog,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,team_review_required_before_production
SV029,tire_pressure_and_tire_inspection,tires_wheels,service_soon,Driver reports one of these symbols: WL021 Tyre pressure low.,"Route the case to tire pressure and tire inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",used-car_platform; repair_network; fleet_operator; insurance_roadside_assistance,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",warning_light_catalog_plus_vehicle_context_plus_recall_match_when_available,"Maintenance service map: tire_pressure_and_tire_inspection. Categories: tires_wheels. Urgency: service_soon. Related warning lights: WL021 Tyre pressure low. Action: Route the case to tire pressure and tire inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",team_structured_service_map_from_standard_64_warning_catalog,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,team_review_required_before_production
